Celtic	Bres	an unpopular and treacherous king of the Tuatha Dé Danann
Celtic	Brian	a son of Tuireann and murderer of Cían
Celtic	Caer Ibormeith	a princess cursed to spend every second year in the form of a swan
Celtic	Cermait	a son of the Dagda, killed by Lugh
Celtic	Cían	the father of Lugh; able to turn into a pig at will
Celtic	Danand	daughter of Delbáeth
Celtic	Delbáeth	a king of the Tuatha Dé Danann
Celtic	Ecne	god of wisdom and knowledge
Celtic	Egobail	foster son of Manannan mac Lir and father of Aine
Celtic	Elcmar	chief steward to the Dagda
Celtic	Ernmas	a mother goddess
Celtic	Fand	a sea goddess and lover of Cú Chulainn
Celtic	Fiacha mac Delbaíth	a legendary High King of Ireland
Celtic	Fionnuala	a daughter of Lir, who was transformed into a swan and cursed by her stepmother
Celtic	Flidais	goddess of the forest, hunting and wild beasts
Celtic	Fuamnach a witch of the Tuatha Dé Danann
Celtic	Iuchar	a son of Tuireann and murderer of Cían
Celtic	Iucharba	a son of Tuireann and murderer of Cían
Celtic	Lí Ban	sister of Fand
Celtic	Mac Cuill, Mac Cecht and Mac Gréine	a trio of brothers who killed Lugh and shared the kingship of Ireland between each other
Celtic	Miach	a healer and son of Dian Cecht, killed by his father out of jealousy due to his superior healing talents
Celtic	Midir	a son of the Dagda
Celtic	Nechtan	father and/or husband of Boann
Celtic	Neit	a god of war
Celtic	Nemain	a goddess of war; possibly an alternative name for Badb
Celtic	Niamh	a queen of Tír na nÓg
Celtic	Tuireann	father of Creidhne, Luchtaine and Goibniu
Celtic	Ailill mac Máta	king of Connacht and husband of Medb
Celtic	Conchobar mac Nessa	king of Ulster
Celtic	Cú Chulainn	mythological hero known for his terrible battle frenzy
Celtic	Deirdre	tragic heroine of the Ulster Cycle; when she was born it was prophesied that she would be beautiful, but that kings and lords would go to war over her
Celtic	Donn Cuailnge	the Brown Bull of Cooley, an extremely fertile stud bull over whom the Táin Bó Cúailnge'' was fought
Celtic	Fergus mac Róich	former king of Ulster, now in exile
Celtic	Medb	queen of Connacht, best known for starting the Táin Bó Cúailnge
Celtic	Fionn mac Cumhaill	legendary hunter-warrior and leader of the Fianna
Celtic	Caílte mac Rónáin	a warrior of the Fianna who could run at remarkable speed and communicate with animals, and was a great storyteller
Celtic	Conán mac Morna	a warrior of the Fianna, often portrayed as a troublemaker and a comic figure
Celtic	Cumhall	a leader of the Fianna and father of Fionn mac Cumhaill
Celtic	Diarmuid Ua Duibhne a warrior of the Fianna and lover of Fionn's betrothed, Gráinne
Celtic	Goll mac Morna	a warrior of the Fianna and uneasy ally of Fionn mac Cumhaill
Celtic	Liath Luachra	a tall, hideous warrior of the Fianna
Celtic	Oisín	son of Fionn mac Cumhaill, a warrior of the Fianna and a great poet
Celtic	Oscar	the warrior son of Oisín and Niamh
Celtiberian	Aernus
Celtiberian	Andovelicus
Celtiberian	Arentio (Arengio)
Celtiberian	Bandua
Celtiberian	Bormanicus (Bormo, Borvo)
Celtiberian	Brigo (Brigus)
Celtiberian	Candamius
Celtiberian	Cariocecus
Celtiberian	Coronus
Celtiberian	Cosunenaecus
Celtiberian	Cosus (Cossue, Coso)
Celtiberian	Dercetius
Celtiberian	Duberdicus
Celtiberian	Durius (Durio)
Celtiberian	Endovelicus
Celtiberian	Enobolico (Indibilis)
Celtiberian	Kuanikio (Quangeio, Quangeius)
Celtiberian	Lurunis (Luruni, Luru)
Celtiberian	Neto
Celtiberian	Reo (Reve)
Celtiberian	Runesocesius (Runesus)
Celtiberian	Sucellus
Celtiberian	Tabalienus
Celtiberian	Tameobrigo
Celtiberian	Tillenus
Celtiberian	Togae (Toga)
Celtiberian	Tongoenabiagus
Celtiberian	Tullonius
Celtiberian	Turiacus
Celtiberian	Vaseco
Celtiberian	Vordus (Vordo, Vordius)
Celtiberian	Visucius
Celtiberian	Arentia (Arengia)
Celtiberian	Ataegina
Celtiberian	Bandoga (Bandonga)
Celtiberian	Epane (Epona, Iccona)
Celtiberian	Nabia
Celtiberian	Reva (Reua)
Celtiberian	Trebaruna
Celtiberian	Trebopala
Gaelic	Abarta
Gaelic	Abcán
Gaelic	Abean (Abhean)
Gaelic	Abgatiacus
Gaelic	Aed (Aodh)
Gaelic	Aengus aka Óengus (Aonghus)
Gaelic	Ailill
Gaelic	Alastir
Gaelic	Aí (Aoi)
Gaelic	Balor
Gaelic	Bodb Dearg (Bodhbh Dearg)
Gaelic	Brea
Gaelic	Bres (Breas)
Gaelic	Brian, Iuchar, and Iucharba
Gaelic	Buarainech
Gaelic	Cian
Gaelic	Cichol aka Cíocal
Gaelic	Conand (Conann)
Gaelic	Corb
Gaelic	Credne (Creidhne)
Gaelic	Crom Cruach
Gaelic	Crom Dubh
Gaelic	Dagda aka Dag Dia (Daghdha)
Gaelic	Dáire
Gaelic	Delbáeth (Dealbhaeth)
Gaelic	Dian Cecht
Gaelic	Donn
Gaelic	Ecne
Gaelic	Egobail
Gaelic	Elatha (Ealadha)
Gaelic	Elcmar (Ealcmhar)
Gaelic	Goibniu (Goibhniu)
Gaelic	Lén
Gaelic	Lir
Gaelic	Luchtaine aka Luchta
Gaelic	Lug aka Lugh (Lú)
Gaelic	Mac Cuill, Mac Cecht, and Mac Gréine
Gaelic	Manannán mac Lir
Gaelic	Miach
Gaelic	Midir (Midhir)
Gaelic	Mug Ruith
Gaelic	Nechtan
Gaelic	Neit	Irish god of war, husband of Nemain and/or Badb
Gaelic	Nuada (Nuadha)
Gaelic	Ogma (Oghma)
Gaelic	Seonaidh
Gaelic	Tethra
Gaelic	Tuirenn (Tuireann)
Gaelic	Female[edit]
Gaelic	Aibell (Aoibheall)
Gaelic	Aimend
Gaelic	Aífe
Gaelic	Áine
Gaelic	Airmed aka Airmid
Gaelic	Anand aka Anann aka Anu
Gaelic	Badb (Badhbh)
Gaelic	Banba (Banbha)
Gaelic	Bec (Beag)
Gaelic	Bébinn aka Béfind (Bébhinn, Bébhionn or Béfhionn)
Gaelic	Bé Chuille
Gaelic	Beira
Gaelic	Biróg
Gaelic	Boand aka Boann (Bóinn)
Gaelic	Brigit (Brighid or Bríd)
Gaelic	Caer
Gaelic	Caillech (Cailleach)
Gaelic	Canola
Gaelic	Cessair (Ceasair)
Gaelic	Cethlenn (Cethleann)
Gaelic	Clídna (Clíodhna or Clíona)
Gaelic	Crob Derg (Crobh Dearg)
Gaelic	Danand
Gaelic	Danu (Dana)
Gaelic	Ériu (Éire)
Gaelic	Ernmas
Gaelic	Étaín (Éadaoin)
Gaelic	Ethniu (Eithne)
Gaelic	Fand
Gaelic	Finnguala (Fionnghuala or Fionnuala)
Gaelic	Flidais
Gaelic	Fódla (Fódhla)
Gaelic	Lí Ban- (Líban or Liban)
Gaelic	Macha
Gaelic	Medb (Meadhbh or Méabh)
Gaelic	Medb Lethderg (Meadhbh or Méabh Leathdhearg)
Gaelic	Mongfind (Mongfhionn)
Gaelic	Morrígan (Morríghan)
Gaelic	Mór Muman (Mór Mumhan)
Gaelic	Nemain (Nemhain)
Gaelic	Niam (Niamh)
Gaelic	Nic Naomhín
Gaelic	Plor na mBan
Gaelic	Sheela na Gig
Gaelic	Scathach
Gaelic	Tailtiu (Taillte)
Hindu	Brahma	the Creator
Hindu	Vishnu	the Preserver
Hindu	Shiva	the Destroyer
Hindu	Durga
Hindu	Bhadrakali	a peaceful form of Kali
Hindu	Radha	the life energy, the soul of lord Krishna and the goddess of kindness, humanity, beauty
Hindu	Brahma	despite being the creator god among the Trimurti, is rarely worshiped today
Hindu	Parvati	a form of Shakti and the wife of Shiva
Hindu	Ganesh	son of Shiva and Parvati and was also called Ganpati, he is god of wisdom and remover of all obstacles
Hindu	Subramanya	son of Shiva and Parvati and was also called Muruga, Karthik, Kumara or Shanmukha, the Kaumaram sectary worshipped Subramanya as their chief deity
Hindu	Ayyappa	son of Shiva and Mohini and was also called Shastha
Hindu	Saraswati	also known as Gayatri, is the wife of Brahma and goddess of knowledge and the arts
Hindu	Lakshmi	the wife of Vishnu and goddess of wealth and prosperity
Hindu	Hanuman	the 11th incarnation of Lord Shiva, is the monkey devotee and messenger of Rama (incarnation of Vishnu) and was also called Anjaneya, since his mother is anjana
Hindu	Shesha Naga	the serpent devotee of Vishnu
Hindu	Mitra	the patron god of oaths and of friendship
Hindu	Varuna	the patron god of water and the oceans
Hindu	Śakra, also called Indra	the king of gods, and the god of rains
Hindu	Dakṣa
Hindu	Aṃśa
Hindu	Aryaman
Hindu	Bhaga	god of wealth
Hindu	Vivasvat	also called Ravi or Savit?
Hindu	Tvāṣṭṛ	the smith among the gods
Hindu	Pūsan	patron god of travellers and herdsmen, god of roads
Hindu	Dhāt	god of health and magic, also called Dhuti
Hindu	Yama	god of Dharma(moral ethics), of death and of justice
Hindu	Agni	the "Fire" god, also called Anala or "living"
Hindu	Vāyu	the "Wind", the air god, also called Anila ("wind")
Hindu	Dyauṣ	the "Sky" god, also called Dyeus and Prabhasa or the "shining dawn"
Hindu	Pṛthivī	the "Earth" god, also called Dhara or "support"
Hindu	Sūrya	the "Sun" god, also called Pratyusha, ("break of dawn", but often used to mean simply "light"), the Saura sectary worshipped Surya as their chief deity
Hindu	Soma	the "Moon" god, also called Chandra
Hindu	Aha ("pervading")	the "Atmosphere" or "Space" god
Hindu	Dhruva ("motionless")	the Polestar, also called Nak?atra the god of the "Stars"
Hindu	Aakash
Hindu	Acyutah	another name of Vishnu
Hindu	Adimurti	one of Vishnu's avatars
Hindu	Aditi	mother of the Devas
Hindu	Adityas	the offspring of Aditi
Hindu	Agni*	the god of fire, and acceptor of sacrifices
Hindu	Ammavaru	goddess who laid the egg that hatched Brahma, Shiva and Vishnu
Hindu	Anila	one of the Vasus, gods of the elements of the cosmos
Hindu	Anumati	a lunar deity and goddess of wealth, intellect, children, spirituality, and prosperity
Hindu	Anuradha
Hindu	Apam Napat	an eminent figure of the Indo-Iranian pantheon
Hindu	Aranyani	a goddess of the forests and the animals that dwell within them
Hindu	Ardhanari	a composite androgynous form of the Hindu god Shiva and his consort Parvati (also known as Devi, Shakti and Uma in this icon). Ardhanarishvara	depicted as half male and half female, split down the middle
Hindu	Arjuna	the third of the Pandavas, the sons and princes of Pandu, who with Krishna, is considered to be the hero of the Hindu epic Mahabharata
Hindu	Aruna	a personification of the reddish glow of the rising Sun,[1] which is believed to have spiritual powers
Hindu	Arundhati	the wife of the sage Vashista, one of the seven sages (Saptarshi) who are identified with the Ursa Major
Hindu	Aryaman	one of the early Vedic deities (devas). His name signifies "bosom friend"
Hindu	Aryaman	one of the early Vedic deities (devas). His name signifies "bosom friend"
Hindu	Aryaman	one of the early Vedic deities (devas). His name signifies "bosom friend"
Hindu	Aryaman	one of the early Vedic deities (devas). His name signifies "bosom friend"
Hindu	Ashapura -Mata no Madh	one of aspect devi
Hindu	Aslesais	the 9th Nakshatra among the 27 Nakshatras in Hindu astrology
Hindu	Asvayujau	a goddess of good luck, joy and happiness
Hindu	Aswiniis	the first nakshatra (lunar mansion) in Hindu astrology, corresponding to the head of Aries, including the stars ß and ? Arietis
Hindu	Ayyappan
Hindu	Ayyanar
Hindu	Ayya Vaikundar
Hindu	Aryadurga ( Devihasol Rajapur )
Hindu	Bagalamukhi
Hindu	Bahuchara Mata
Hindu	Balarama
Hindu	Bhadra
Hindu	Bhadrakali
Hindu	Bhaga
Hindu	Bhairava
Hindu	Bhairavi
Hindu	Bharani
Hindu	Bharati
Hindu	Bhavani
Hindu	Bhishma
Hindu	Bhumidevi
Hindu	Bhumiya
Hindu	Bhutamata
Hindu	Bhuvaneshvari
Hindu	Brahma
Hindu	Brahman
Hindu	Brahmani
Hindu	Brihaspati
Hindu	Budha
Hindu	Buddha
Hindu	Buddhi
Hindu	Budhi Pallien
Hindu	Balaji
Hindu	Beeralingeswara
Hindu	Balambika
Hindu	Chandra
Hindu	Chathan
Hindu	Chhinnamasta
Hindu	Chitragupta
Hindu	Daksha
Hindu	Dakshayani
Hindu	Danu
Hindu	Dattatreya
Hindu	Deva
Hindu	Devi
Hindu	Devnarayan
Hindu	Dhanvantari
Hindu	Dhara
Hindu	Dharma
Hindu	Dharma Shasta
Hindu	Dhatri
Hindu	Dhumavati
Hindu	Diti
Hindu	Durga
Hindu	Draupadi
Hindu	Dyaus Pita
Hindu	Dhrishtadyumna
Hindu	Ganga
Hindu	Ganesha
Hindu	Ganga
Hindu	Garuda
Hindu	Gangothri
Hindu	Gomatha
Hindu	Goddess Gauri
Hindu	Gayatri
Hindu	Ghanshyam
Hindu	Guardians of the directions
Hindu	Gusainji
Hindu	Hanuman
Hindu	Hanuman
Hindu	Hari
Hindu	Hari Krishna
Hindu	Hari Hara
Hindu	Hrishikesh
Hindu	Hedavde Mahalaxmi
Hindu	Indra
Hindu	Indrani
Hindu	Jagaddhatri
Hindu	Jyotiba
Hindu	Jagannath
Hindu	Jumadi
Hindu	Jhulelal
Hindu	Jalaram
Hindu	Kali
Hindu	Kalki
Hindu	Kama
Hindu	Kamalatmika
Hindu	Kamakhya
Hindu	Kamakshi
Hindu	Kanaka Durga
Hindu	Kannaki Amman
Hindu	Karna
Hindu	Kartikeya
Hindu	Karuppa Swami
Hindu	Kashyapa
Hindu	Kathyayini
Hindu	Ketu
Hindu	Khandoba
Hindu	Khatushyamji
Hindu	Khodiyar
Hindu	Kirata Moorti
Hindu	Krishna
Hindu	Kubera
Hindu	Kumbhakarna
Hindu	Lakshmi
Hindu	Lalitha
Hindu	Lakshman
Hindu	Lambodar
Hindu	Madurai Veeran
Hindu	Mahesh	another name for Shiva
Hindu	Mahavidya
Hindu	Mahavishnu
Hindu	Mallanna
Hindu	Mariamman
Hindu	Markandeya
Hindu	Matrikas
Hindu	Meenakshi
Hindu	Manasa
Hindu	Maruts
Hindu	Matangi
Hindu	Manikanta
Hindu	Mhasoba
Hindu	Veer Mhaskoba
Hindu	Mitra
Hindu	Mohini
Hindu	Muthyalamma
Hindu	Murugan
Hindu	Mariamman
Hindu	Muniandi
Hindu	Muthappan
Hindu	Mahalasa
Hindu	Mukyaprana
Hindu	Mookambika
Hindu	Muneeswaran
Hindu	Mahakali
Hindu	Mahalaxmi
Hindu	Mangala
Hindu	Naga Devata
Hindu	Naga siren
Hindu	Naga Yakshi
Hindu	Naina Devi
Hindu	Nandni
Hindu	Nandi
Hindu	Narada
Hindu	Narasimha
Hindu	Narayana
Hindu	Nataraja
Hindu	Nirrith
Hindu	Nirrta
Hindu	Nookambika
Hindu	Parashurama
Hindu	Parasiva
Hindu	Parjanya
Hindu	Parvati
Hindu	Pashupati
Hindu	Perumal
Hindu	Prajapati
Hindu	Prithvi
Hindu	Pushan
Hindu	Purusha
Hindu	Radha
Hindu	Radha
Hindu	Rahu
Hindu	Rama
Hindu	Ramnathi
Hindu	Ranganatha
Hindu	Rati
Hindu	Ratri
Hindu	Ravi
Hindu	Rbhus
Hindu	Renuka
Hindu	Revanta
Hindu	Rohini Nakshatram
Hindu	Rudra
Hindu	Saraswati
Hindu	Samaleswari
Hindu	Santoshi Mata
Hindu	Saraswati
Hindu	Saranyu
Hindu	Sati
Hindu	Shani
Hindu	Savitr
Hindu	Savitar
Hindu	Sesha
Hindu	Shakti
Hindu	Shakti Peethas
Hindu	Shantadurga
Hindu	Shiva (see also Astamurti)
Hindu	Sita
Hindu	Skanda
Hindu	Soma
Hindu	Subrahmanya
Hindu	Surya
Hindu	Shitala
Hindu	Svaha
Hindu	Swaminarayan
Hindu	Tara
Hindu	Tejaji
Hindu	Tirupati Thimmappa
Hindu	Tripura Sundari
Hindu	Tvashtri
Hindu	Uma (goddess)
Hindu	Urvashi
Hindu	Ushas
Hindu	Ugratara
Hindu	Vamana
Hindu	Varaha
Hindu	Varuna
Hindu	Vasu
Hindu	Vayu
Hindu	Veerabhadra
Hindu	Veer Mhaskoba
Hindu	Venkateshwara
Hindu	Vishnu
Hindu	Vishvaksena
Hindu	Vithoba
Hindu	Vishwakarma
Hindu	Vivasvat
Hindu	Valli
Hindu	Yaksha
Hindu	Yakshini
Hindu	Yama
Hindu	Yamuna
Hindu	Yami
Hindu	Yellamma
Hindu	Yudhishthira
Hindu	Yamini
Abenaki	Azeban	trickster
Abenaki	Bmola	bird spirit
Abenaki	Gluskab	kind protector of humanity
Abenaki	Malsumis	cruel, evil god
Abenaki	Tabaldak	the creator
Algonquian	Gitche Manitou	Great Spirit
Algonquian	Matchi Manitou	Evil Spirit
Hopi	Aholi
Hopi	Angwusnasomtaka
Hopi	Kokopelli
Hopi	Koyangwuti
Hopi	Muyingwa
Hopi	Taiowa
Inuit	Igaluk	lunar deity
Inuit	Nanook	master of bears
Inuit	Nerrivik	sea mother and food provider
Inuit	Pinga	Goddess of the hunt, fertility, and medicine
Inuit	Sedna	sea Goddess, ruler of the underworld
Inuit	Torngasoak	sky god
Iroquois	Adekagagwaa
Iroquois	Gaol
Iroquois	Gendenwitha
Iroquois	Gohone
Iroquois	Hahgwehdaetgan
Iroquois	Hahgwehdiyu
Iroquois	Onatha
Navajo	Asdza´a´ Nádleehé	creation deity, changing woman
Navajo	Bik'eh Hózho´	personification of speech
Navajo	Haashch'éé Oolt'ohí	deity of the hunt
Navajo	Haashch'éélti'í	the Talking God, god of the dawn and the east
Navajo	Hashch'éoghan	the House-God, god of evening and the west
Navajo	Niltsi	Wind God
Navajo	Tó Neinilii	‘water sprinkler’, rain god
Navajo	Jóhonaa'éí	sun
Navajo	Yoolgai Asdza´a´	‘white-shell woman’, lunar deity
Taíno	Yaya	supreme God/Great Spirit in Taíno mythology
Taíno	Yayael	the son of Yaya
Taíno	Atabey	Mother goddess of fresh water and fertility
Taíno	Yúcahu	the masculine spirit of fertility in Taíno mythology along with his mother Atabey who was his feminine counterpart
Taíno	Guabancex	the top Storm Goddess; the Lady of the Winds who also deals out earthquakes and other such disasters of nature
Taíno	Juracán	the zemi or deity of chaos and disorder believed to control the weather, particularly hurricanes
Taíno	Guatauva	the god of thunder and lightening who is also responsible for rallying the other storm gods
Taíno	Coatrisquie	the torrential downpour Goddess, the terrible Taíno storm servant of Guabancex and side-kick of thunder God Guatauva
Taíno	Bayamanaco	Old man fire; the Taíno spirit of Cohoba and guardian of the secrets of sweet potato bread
Taíno	Boinayel	twin god that looked after rain, rain, and more rain
Taíno	Marohu	the sunny God of good weather; Boinayel's twin brother
Taíno	Maketaori Guayaba	the god of Coaybay or Coabey, the land of the dead
Taíno	Opiyel Guabiron	a dog-shaped god that watched over the dead; often associated with the Greek Cerberus
Shinto	Amaterasu-Ō-Mi-Kami (天照大神 or 天照大御神)	Commonly called Amaterasu, she is the goddess of the sun as well as the purported ancestress of the Imperial Household of Japan. Her full name means "Great Goddess" or "Great Spirit Who Shines in the Heavens"; she may also be referred to as Ōhiru-menomuchi-no-kami (大日孁貴神). For many reasons, one among them being her ties to the Imperial family, she is often considered (though not officially)	to be the "primary god" of Shinto
Shinto	Ame-no-Uzume (天宇受売命 or 天鈿女命)	Commonly called Uzume, she is the goddess of dawn and revelry, instrumental to the "missing sun motif" in Shinto.[citation needed] She is also known as The Great Persuader and The Heavenly Alarming Female
Shinto	Fūjin (風神)	Also known as Kami-no-Kaze, he is the Japanese god of the wind and one of the eldest Shinto gods, said to have been present at the creation of the world. He is often depicted as an oni with a bag slung over his back
Shinto	Hachiman (八幡神)	Also known as Hachiman-shin or Yawata no Kami, he is the god of war and the divine protector of Japan and its people. Originally an agricultural deity, he later became the guardian of the Minamoto clan. His symbolic animal and messenger is the dove
Shinto	Inari Ōkami (稲荷大神)	The god or goddess of rice and fertility. Their messengers and symbolic animal are foxes. They are often identified with the Ukanomitama and Buddhist deity Dakiniten
Shinto	Izanagi (伊弊諾 or 伊邪那岐)	The forefather of the gods, he is the first male as well as the god of creation and life
Shinto	Izanami (伊弉冉 or 伊邪那美)	Izanagi's wife and sister, she is the first female as well as the goddess of creation and death. She died shortly after the birth of Kagu-tsuchi, and Izanagi followed her to the underworld, but failed to bring her back to the living world
Shinto	Kuninotokotachi (国之常立神?, Kuninotokotachi-no-Kami, in Kojiki)(国常立尊?, Kuninotokotachi-no-Mikoto, in Nihonshoki)	is one of the two gods born from "something like a reed that arose from the soil" when the earth was chaotic
Shinto	Ninigi-no-Mikoto (瓊瓊杵尊)	Commonly called Ninigi, he was the grandson of Amaterasu. His great-grandson was Kan'yamato Iwarebiko, later to be known as Emperor Jimmu, first emperor of Japan
Shinto	Ōkuninushi (大国主)	A god of nation-building, farming, business, and medicine
Shinto	Omoikane (思兼)	The deity of wisdom and intelligence, who is always called upon to "ponder" and give good counsel in the deliberations of the heavenly deities
Shinto	Raijin (雷神)	Commonly called Raiden (雷電), he is the god of thunder and lightning, and is often paired with Fūjin. As with the latter, Raijin is usually depicted as an oni
Shinto	Ryūjin (龍神)	Also known as Ōwatatsumi, he is a dragon, as well as god of the sea. He resides in Ryūgū-jō, his palace under the sea built out of red and white coral, from where he controls the tides with magical tide jewels. His great-grandson would become Emperor Jimmu
Shinto	Suijin (水神)	The God of Water
Shinto	Susanoo-no-Mikoto (須佐之男尊)	Alternately romanized as Susano-o, Susa-no-o, and Susanowo. Reportedly called "Futsushi". He is the god of storms as well as in some cases the god of the sea
Shinto	Tenjin (天神)	The god of scholarship, he is the deified Sugawara no Michizane (845–c903), who was elevated to his position after dying in exile and subsequent disasters in Heiankyo were attributed to his angered spirit
Shinto	Toyotama-hime (豊玉姫)	Also known as Otohime (乙姫), she was the daughter of Ryūjin and the grandmother of Jimmu. It is said that after she gave birth to her son, she turned into a dragon and disappeared
Shinto	Tsukuyomi-no-Mikoto (月読の命 or 月夜見の尊)	Also known as Tsukiyomi, Tsuki no Kami, Tsukiyomino Mikoto, and Tsukiyumi no Mikoto, he is the god of the moon. He killed the goddess of food, Uke Mochi, out of disgust and anger in the way she had prepared a meal. This caused Amaterasu to never face him again, causing the sun and moon to be in different parts of the sky
Proto-Germanic	Nerþuz	described by Tacitus as Mother Earth
Proto-Germanic	Frijjō	"wife" (specifically here the wife of Wōdanaz)
Proto-Germanic	Fraujō	daughter of Njǫrðr
Proto-Germanic	Fullō	goddess—or *Fullaz, god—of riches, plenty
Proto-Germanic	Wurdiz	"fate"
Proto-Germanic	Sōwilō	the Sun
Proto-Germanic	Wōdanaz	"lord of poetic/mantic inspiration"
Proto-Germanic	Þunraz	"thunder", "Germanic Jupiter"
Proto-Germanic	Teiwaz	god of war and possibly early sky god
Proto-Germanic	Ermunaz	Saxon god (speculative, based on Nennius' Armenon)
Proto-Germanic	Wulþuz	"glorious one"
Proto-Germanic	Ingwaz or Inguz	identified with the god addressed as fraujaz "lord"
Yoruba	Aganju
Yoruba	Babalu Aye
Yoruba	Eshu
Yoruba	Elegua
Yoruba	Nana
Yoruba	Oba
Yoruba	Obatala
Yoruba	Ogun
Yoruba	Oko
Yoruba	Olokun
Yoruba	Osanyin
Yoruba	Oshun
Yoruba	Oshosi
Yoruba	Ori
Yoruba	Orunmila
Yoruba	Oya
Yoruba	Shango
Yoruba	Yemoja
Yoruba	Osun
Igbo	Aha Njoku
Igbo	Ala
Igbo	Amadioha
Igbo	Ikenga
Igbo	Agwu
Igbo	Anyanwu
Igbo	Ekwensu
Igbo	Aro
Igbo	Ogbunabali
Dahomey	Agé
Dahomey	Ayaba
Dahomey	Da
Dahomey	Gbadu
Dahomey	Gleti
Dahomey	Gu
Dahomey	Lisa
Dahomey	Loko
Dahomey	Mawu
Dahomey	Nana Buluku
Dahomey	Salosteles
Dahomey	Sakpata
Dahomey	Sogbo
Dahomey	Xevioso
Dahomey	Zinsi
Dahomey	Zinsu
